imageone,imagetwo,imagethree,imagefour,imagefive,imagesix,imageseven,imageeight,imagenine,imageten,imageeleven,imagetwelve,imagethirteen,imagefourteen,imagefifteen,imagesixteen,frequency,choice_image,choice_type,correct_answer,stimulus_type,condition_code,block_one.thisRepN,block_one.thisTrialN,block_one.thisN,block_one.thisIndex,fone_control_b1.thisRepN,fone_control_b1.thisTrialN,fone_control_b1.thisN,fone_control_b1.thisIndex,ftwo_control_b1.thisRepN,ftwo_control_b1.thisTrialN,ftwo_control_b1.thisN,ftwo_control_b1.thisIndex,fthree_control_b1.thisRepN,fthree_control_b1.thisTrialN,fthree_control_b1.thisN,fthree_control_b1.thisIndex,text.started,text.stopped,Crossm.started,Crossm.stopped,Presentation_image_f1_1.started,Presentation_image_f1_1.stopped,Presentation_image_f1_2.started,Presentation_image_f1_2.stopped,Presentation_image_f1_3.started,Presentation_image_f1_3.stopped,Presentation_image_f1_4.started,Presentation_image_f1_4.stopped,Fixation_cross.started,Fixation_cross.stopped,displayed_choice_image.started,displayed_choice_image.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Presentation_image_f2_1.started,Presentation_image_f2_1.stopped,Presentation_image_f2_2.started,Presentation_image_f2_2.stopped,Presentation_image_f2_3.started,Presentation_image_f2_3.stopped,Presentation_image_f2_4.started,Presentation_image_f2_4.stopped,Presentation_image_f2_5.started,Presentation_image_f2_5.stopped,Presentation_image_f2_6.started,Presentation_image_f2_6.stopped,Presentation_image_f2_7.started,Presentation_image_f2_7.stopped,Presentation_image_f2_8.started,Presentation_image_f2_8.stopped,Presentation_image_f3_1.started,Presentation_image_f3_1.stopped,Presentation_image_f3_2.started,Presentation_image_f3_2.stopped,Presentation_image_f3_3.started,Presentation_image_f3_3.stopped,Presentation_image_f3_4.started,Presentation_image_f3_4.stopped,Presentation_image_f3_5.started,Presentation_image_f3_5.stopped,Presentation_image_f3_6.started,Presentation_image_f3_6.stopped,Presentation_image_f3_7.started,Presentation_image_f3_7.stopped,Presentation_image_f3_8.started,Presentation_image_f3_8.stopped,Presentation_image_f3_9.started,Presentation_image_f3_9.stopped,Presentation_image_f3_10.started,Presentation_image_f3_10.stopped,Presentation_image_f3_11.started,Presentation_image_f3_11.stopped,Presentation_image_f3_12.started,Presentation_image_f3_12.stopped,perf_review_accuracyval.started,perf_review_accuracyval.stopped,perf_key_resp_3.keys,perf_key_resp_3.rt,perf_key_resp_3.started,perf_key_resp_3.stopped,text_3.started,text_3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
LZ_natural\LZ_natural_237.jpg,LZ_natural\LZ_natural_227.jpg,LZ_natural\LZ_natural_44.jpg,LZ_natural\LZ_natural_88.jpg,LZ_natural\LZ_natural_13.jpg,LZ_natural\LZ_natural_186.jpg,LZ_natural\LZ_natural_180.jpg,LZ_natural\LZ_natural_109.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_90.jpg,0,l,1,12,0,10,10,10,,,,,,,,,,,,,,,91.94324920000508,None,,,,,,,,,96.90521289996104,97.90672460000496,97.89834779995726,None,l,1,0.810229700000491,1.0021850999910384,None,93.00632109999424,93.45987429999514,93.50236210000003,93.95261109998683,94.00178549997509,94.45317719999002,94.50203059997875,94.95284049998736,95.0021953000105,95.45334529998945,95.50216719997115,95.95283179997932,96.00225009996211,96.45295810000971,96.50184209999861,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1732,new_STLI_practise_natural,2020.2.10,143.92672401788164,
LZ_natural\LZ_natural_3.jpg,LZ_natural\LZ_natural_92.jpg,LZ_natural\LZ_natural_40.jpg,LZ_natural\LZ_natural_236.jpg,LZ_natural\LZ_natural_23.jpg,LZ_natural\LZ_natural_223.jpg,LZ_natural\LZ_natural_232.jpg,LZ_natural\LZ_natural_42.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_236.jpg,1,a,1,12,0,11,11,11,,,,,,,,,,,,,,,98.7195333999698,None,,,,,,,,,103.67755269998452,104.68426909996197,104.67591859999811,None,a,1,0.8082030000514351,1.0055512499529868,None,99.78314459999092,100.23815389996162,100.28014819999225,100.73092259996338,100.77994079998462,101.23072859999957,101.28021599998465,101.7310223999666,101.78005870000925,102.23082070000237,102.28021920000901,102.73073189996649,102.77990590000991,103.23100029997295,103.27997460000915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1732,new_STLI_practise_natural,2020.2.10,143.92672401788164,
LZ_natural\LZ_natural_165.jpg,LZ_natural\LZ_natural_24.jpg,LZ_natural\LZ_natural_79.jpg,LZ_natural\LZ_natural_147.jpg,LZ_natural\LZ_natural_100.jpg,LZ_natural\LZ_natural_205.jpg,LZ_natural\LZ_natural_196.jpg,LZ_natural\LZ_natural_143.jpg,LZ_natural\LZ_natural_177.jpg,LZ_natural\LZ_natural_65.jpg,LZ_natural\LZ_natural_190.jpg,LZ_natural\LZ_natural_124.jpg,None,None,None,None,3,LZ_natural\LZ_natural_105.jpg,0,l,1,13,0,12,12,12,,,,,,,,,,,,,,,105.49960479995934,None,,,,,,,,,110.51437019999139,111.51861059997464,111.50943819998065,None,l,1,2.983838799991645,1.0012205999810249,None,,,,,,,,,,,,,,,,,106.63302269997075,106.93220589996781,106.974904600007,107.2793757999898,107.32156079995912,107.6273913999903,107.62055319995852,107.92520880000666,107.97454089997336,108.27966100000776,108.32170369999949,108.62729689996922,108.62093209999148,108.92542789998697,108.97476610000012,109.27977580000879,109.32207990001189,109.62746529997094,109.62110039999243,109.92532440001378,109.9749288999592,110.27974779997021,110.32174759998452,None,,,,,,,,,,,,001,2020_Dec_17_1732,new_STLI_practise_natural,2020.2.10,143.92672401788164,
LZ_natural\LZ_natural_21.jpg,LZ_natural\LZ_natural_225.jpg,LZ_natural\LZ_natural_199.jpg,LZ_natural\LZ_natural_145.jpg,LZ_natural\LZ_natural_48.jpg,LZ_natural\LZ_natural_68.jpg,LZ_natural\LZ_natural_182.jpg,LZ_natural\LZ_natural_76.jpg,LZ_natural\LZ_natural_16.jpg,LZ_natural\LZ_natural_34.jpg,LZ_natural\LZ_natural_221.jpg,LZ_natural\LZ_natural_215.jpg,None,None,None,None,3,LZ_natural\LZ_natural_48.jpg,1,a,1,13,0,13,13,13,,,,,,,,,,,,,,,114.50223290000577,None,,,,,,,,,119.51214619999519,120.51787239999976,120.5095844999887,None,a,1,0.30325579998316243,1.0048968499759212,None,,,,,,,,,,,,,,,,,115.59410609997576,115.89796729997033,115.93951289996039,116.23811829998158,116.28714949998539,116.59235039999476,116.58635220001452,116.89064009999856,116.93974040000467,117.24508369999239,117.28718689997913,117.59272650000639,117.58597359998384,117.89049179997528,117.9401394999586,118.24482799996622,118.28697979997378,118.59289209998678,118.58623999997508,118.89063350000652,118.93993639998371,119.24510499997996,119.28711129998555,None,,,,,,,,,,,,001,2020_Dec_17_1732,new_STLI_practise_natural,2020.2.10,143.92672401788164,
LZ_natural\LZ_natural_5.jpg,LZ_natural\LZ_natural_216.jpg,LZ_natural\LZ_natural_12.jpg,LZ_natural\LZ_natural_146.jpg,LZ_natural\LZ_natural_32.jpg,LZ_natural\LZ_natural_138.jpg,LZ_natural\LZ_natural_28.jpg,LZ_natural\LZ_natural_6.jpg,LZ_natural\LZ_natural_219.jpg,LZ_natural\LZ_natural_201.jpg,LZ_natural\LZ_natural_72.jpg,LZ_natural\LZ_natural_228.jpg,None,None,None,None,3,LZ_natural\LZ_natural_171.jpg,0,l,1,13,0,14,14,14,,,,,,,,,,,,,,,120.82665679999627,None,,,,,,,,,125.83656149997842,126.83620869996957,126.82869509997545,None,l,1,1.20866229996318,1.00013439997565,None,,,,,,,,,,,,,,,,,121.91742519999389,122.21716130001005,122.26649359997828,122.57134640001459,122.61359470000025,122.91917000000831,122.91288149997126,123.21739880001405,123.26626050000777,123.57144679996418,123.61362139997073,123.91896939999424,123.91266229999019,124.21698560001096,124.26622879999923,124.57127710001078,124.61358969996218,124.919306900003,124.91262670001015,125.21712799998932,125.26646899996558,125.57148119999329,125.61349489999702,None,,,,,,,,,,,,001,2020_Dec_17_1732,new_STLI_practise_natural,2020.2.10,143.92672401788164,
LZ_natural\LZ_natural_184.jpg,LZ_natural\LZ_natural_120.jpg,LZ_natural\LZ_natural_161.jpg,LZ_natural\LZ_natural_133.jpg,LZ_natural\LZ_natural_53.jpg,LZ_natural\LZ_natural_71.jpg,LZ_natural\LZ_natural_37.jpg,LZ_natural\LZ_natural_149.jpg,LZ_natural\LZ_natural_132.jpg,LZ_natural\LZ_natural_101.jpg,LZ_natural\LZ_natural_56.jpg,LZ_natural\LZ_natural_54.jpg,None,None,None,None,3,LZ_natural\LZ_natural_100.jpg,0,l,1,13,0,15,15,15,,,,,,,,,,,,,,,128.05179629998747,None,,,,,,,,,133.0639710999676,134.06714459997602,134.0581142999581,None,l,1,1.02669440000318,1.0047137000365183,None,,,,,,,,,,,,,,,,,129.146148299973,129.4465543999686,129.48837320000166,129.79340409999713,129.83560679998482,130.1346822999767,130.1346822999767,130.43924929999048,130.48835880000843,130.7934574999963,130.83550809998997,131.14167529996485,131.13504620001186,131.43936389998998,131.4883771999739,131.786729799991,131.83585540001513,132.1413302999572,132.1350739999907,132.43973370001186,132.48901929997373,132.79393719998188,132.83621029998176,None,,,,,,,,,,,,001,2020_Dec_17_1732,new_STLI_practise_natural,2020.2.10,143.92672401788164,
LZ_natural\LZ_natural_126.jpg,LZ_natural\LZ_natural_17.jpg,LZ_natural\LZ_natural_239.jpg,LZ_natural\LZ_natural_107.jpg,LZ_natural\LZ_natural_169.jpg,LZ_natural\LZ_natural_188.jpg,LZ_natural\LZ_natural_115.jpg,LZ_natural\LZ_natural_176.jpg,LZ_natural\LZ_natural_153.jpg,LZ_natural\LZ_natural_4.jpg,LZ_natural\LZ_natural_36.jpg,LZ_natural\LZ_natural_67.jpg,None,None,None,None,3,LZ_natural\LZ_natural_178.jpg,0,l,1,13,0,16,16,16,,,,,,,,,,,,,,,135.09992020000936,None,,,,,,,,,140.1173152999836,141.12317809998058,141.11368710000534,None,l,1,1.002924799977336,1.0029182999860495,None,,,,,,,,,,,,,,,,,136.23530920001213,136.53672500001267,136.5789000999648,136.8839386999607,136.93323379999492,137.2385246999911,137.23246769997058,137.536665099964,137.57887799997116,137.88402960001258,137.93345179996686,138.23856699996395,138.23231819999637,138.5368615000043,138.57901360001415,138.8842636999907,138.93326939997496,139.23893469996983,139.2323615999776,139.53702419996262,139.57899790001102,139.88406050001504,139.9334419000079,None,,,,,,,,,,,,001,2020_Dec_17_1732,new_STLI_practise_natural,2020.2.10,143.92672401788164,
LZ_natural\LZ_natural_129.jpg,LZ_natural\LZ_natural_10.jpg,LZ_natural\LZ_natural_137.jpg,LZ_natural\LZ_natural_222.jpg,LZ_natural\LZ_natural_174.jpg,LZ_natural\LZ_natural_213.jpg,LZ_natural\LZ_natural_224.jpg,LZ_natural\LZ_natural_85.jpg,LZ_natural\LZ_natural_240.jpg,LZ_natural\LZ_natural_87.jpg,LZ_natural\LZ_natural_45.jpg,LZ_natural\LZ_natural_214.jpg,None,None,None,None,3,LZ_natural\LZ_natural_28.jpg,0,l,1,13,0,17,17,17,,,,,,,,,,,,,,,142.1314832000062,None,,,,,,,,,147.13682029995834,148.14398709998932,148.13491189997876,None,l,1,0.5655343999969773,1.0045296500320546,None,,,,,,,,,,,,,,,,,143.2284975000075,143.5299270999967,143.57222879998153,143.87747319997288,143.92653599998448,144.23199870000826,144.22559729998466,144.52974799997173,144.57243369997013,144.87714539997978,144.92664469999727,145.23206539999228,145.22563609998906,145.52981239999644,145.5720633000019,145.87053379998542,145.92623149999417,146.23181059997296,146.2252267000149,146.52983119996497,146.57214110001223,146.87747840001248,146.9264582999749,None,,,,,,,,,,,,001,2020_Dec_17_1732,new_STLI_practise_natural,2020.2.10,143.92672401788164,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.71812559996033,None,space,4.23879879998276,148.71812559996033,None,,,,,,001,2020_Dec_17_1732,new_STLI_practise_natural,2020.2.10,143.92672401788164,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.71812559996033,None,152.96712099999422,None,,,,,,,
