imageone,imagetwo,imagethree,imagefour,imagefive,imagesix,imageseven,imageeight,imagenine,imageten,imageeleven,imagetwelve,imagethirteen,imagefourteen,imagefifteen,imagesixteen,frequency,choice_image,choice_type,correct_answer,stimulus_type,condition_code,block_one.thisRepN,block_one.thisTrialN,block_one.thisN,block_one.thisIndex,fone_control_b1.thisRepN,fone_control_b1.thisTrialN,fone_control_b1.thisN,fone_control_b1.thisIndex,ftwo_control_b1.thisRepN,ftwo_control_b1.thisTrialN,ftwo_control_b1.thisN,ftwo_control_b1.thisIndex,fthree_control_b1.thisRepN,fthree_control_b1.thisTrialN,fthree_control_b1.thisN,fthree_control_b1.thisIndex,text.started,text.stopped,Crossm.started,Crossm.stopped,Presentation_image_f1_1.started,Presentation_image_f1_1.stopped,Presentation_image_f1_2.started,Presentation_image_f1_2.stopped,Presentation_image_f1_3.started,Presentation_image_f1_3.stopped,Presentation_image_f1_4.started,Presentation_image_f1_4.stopped,Fixation_cross.started,Fixation_cross.stopped,displayed_choice_image.started,displayed_choice_image.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Presentation_image_f2_1.started,Presentation_image_f2_1.stopped,Presentation_image_f2_2.started,Presentation_image_f2_2.stopped,Presentation_image_f2_3.started,Presentation_image_f2_3.stopped,Presentation_image_f2_4.started,Presentation_image_f2_4.stopped,Presentation_image_f2_5.started,Presentation_image_f2_5.stopped,Presentation_image_f2_6.started,Presentation_image_f2_6.stopped,Presentation_image_f2_7.started,Presentation_image_f2_7.stopped,Presentation_image_f2_8.started,Presentation_image_f2_8.stopped,Presentation_image_f3_1.started,Presentation_image_f3_1.stopped,Presentation_image_f3_2.started,Presentation_image_f3_2.stopped,Presentation_image_f3_3.started,Presentation_image_f3_3.stopped,Presentation_image_f3_4.started,Presentation_image_f3_4.stopped,Presentation_image_f3_5.started,Presentation_image_f3_5.stopped,Presentation_image_f3_6.started,Presentation_image_f3_6.stopped,Presentation_image_f3_7.started,Presentation_image_f3_7.stopped,Presentation_image_f3_8.started,Presentation_image_f3_8.stopped,Presentation_image_f3_9.started,Presentation_image_f3_9.stopped,Presentation_image_f3_10.started,Presentation_image_f3_10.stopped,Presentation_image_f3_11.started,Presentation_image_f3_11.stopped,Presentation_image_f3_12.started,Presentation_image_f3_12.stopped,participant,session,date,expName,psychopyVersion,frameRate,
LZ_natural\LZ_natural_235.jpg,LZ_natural\LZ_natural_15.jpg,LZ_natural\LZ_natural_38.jpg,LZ_natural\LZ_natural_47.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_natural\LZ_natural_141.jpg,0,l,1,11,0,5,5,5,0,0,0,0,,,,,,,,,,,42.090064399992116,None,43.09078889997909,44.091646199987736,44.074984299979405,45.07581589999609,45.07581589999609,46.076606699993135,46.076606699993135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_235.jpg,LZ_natural\LZ_natural_15.jpg,LZ_natural\LZ_natural_38.jpg,LZ_natural\LZ_natural_47.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_natural\LZ_natural_141.jpg,0,l,1,11,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,47.07743789997767,48.07826149999164,48.06164909998188,None,l,1,0.46680920000653714,1.008248789992649,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_52.jpg,LZ_natural\LZ_natural_156.jpg,LZ_natural\LZ_natural_50.jpg,LZ_natural\LZ_natural_183.jpg,LZ_natural\LZ_natural_193.jpg,LZ_natural\LZ_natural_18.jpg,LZ_natural\LZ_natural_148.jpg,LZ_natural\LZ_natural_217.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_18.jpg,1,a,1,12,0,6,6,6,,,,,0,0,0,0,,,,,,,48.54531610000413,None,,,,,,,,,,,,,,,,,,49.62953799997922,50.079909599997336,50.113267099979566,50.56359710000106,50.61367329998757,51.06402530000196,51.11408919998212,51.564473699982045,51.61447529998259,52.06486069998937,52.11490739998408,52.565275699977065,52.615289999987,53.06567989999894,53.11572519998299,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_52.jpg,LZ_natural\LZ_natural_156.jpg,LZ_natural\LZ_natural_50.jpg,LZ_natural\LZ_natural_183.jpg,LZ_natural\LZ_natural_193.jpg,LZ_natural\LZ_natural_18.jpg,LZ_natural\LZ_natural_148.jpg,LZ_natural\LZ_natural_217.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_18.jpg,1,a,1,12,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,53.51606529997662,54.516852000000654,54.50022479999461,None,a,1,1.0180432999914046,1.0095950899994932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_204.jpg,LZ_natural\LZ_natural_74.jpg,LZ_natural\LZ_natural_98.jpg,LZ_natural\LZ_natural_136.jpg,LZ_natural\LZ_natural_229.jpg,LZ_natural\LZ_natural_94.jpg,LZ_natural\LZ_natural_19.jpg,LZ_natural\LZ_natural_134.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_204.jpg,1,a,1,12,0,7,7,7,,,,,0,0,0,0,,,,,,,55.53438009999809,None,,,,,,,,,,,,,,,,,,56.5522075999761,57.00224549998529,57.01892699999735,57.469284199993126,57.51933310000459,57.969699399982346,58.019728799990844,58.470085499982815,58.52012439997634,58.97052659999463,59.020575300004566,59.470888199983165,59.52097889999277,59.97134389998973,60.021380899997894,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_204.jpg,LZ_natural\LZ_natural_74.jpg,LZ_natural\LZ_natural_98.jpg,LZ_natural\LZ_natural_136.jpg,LZ_natural\LZ_natural_229.jpg,LZ_natural\LZ_natural_94.jpg,LZ_natural\LZ_natural_19.jpg,LZ_natural\LZ_natural_134.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_204.jpg,1,a,1,12,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,60.47177049997845,61.47260159999132,61.45590269999229,None,a,1,0.7795588999870233,1.0072382900107186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_55.jpg,LZ_natural\LZ_natural_116.jpg,LZ_natural\LZ_natural_26.jpg,LZ_natural\LZ_natural_77.jpg,LZ_natural\LZ_natural_11.jpg,LZ_natural\LZ_natural_14.jpg,LZ_natural\LZ_natural_207.jpg,LZ_natural\LZ_natural_140.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_60.jpg,0,l,1,12,0,8,8,8,,,,,0,0,0,0,,,,,,,62.25656889998936,None,,,,,,,,,,,,,,,,,,63.2740511999873,63.72443459997885,63.75777169998037,64.20820639998419,64.24154329998419,64.691840399988,64.7419430000009,65.19288279998,65.24235600000247,65.6926986000035,65.74274779998814,66.19311049999669,66.24317519998294,66.69352169998456,66.74350149999373,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_55.jpg,LZ_natural\LZ_natural_116.jpg,LZ_natural\LZ_natural_26.jpg,LZ_natural\LZ_natural_77.jpg,LZ_natural\LZ_natural_11.jpg,LZ_natural\LZ_natural_14.jpg,LZ_natural\LZ_natural_207.jpg,LZ_natural\LZ_natural_140.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_60.jpg,0,l,1,12,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,67.19394699999248,68.19474599999376,68.17807409999659,None,l,1,0.5913817000109702,1.0060742899950128,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_62.jpg,LZ_natural\LZ_natural_58.jpg,LZ_natural\LZ_natural_175.jpg,LZ_natural\LZ_natural_208.jpg,LZ_natural\LZ_natural_233.jpg,LZ_natural\LZ_natural_218.jpg,LZ_natural\LZ_natural_127.jpg,LZ_natural\LZ_natural_234.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_62.jpg,1,a,1,12,0,9,9,9,,,,,0,0,0,0,,,,,,,68.79524799998035,None,,,,,,,,,,,,,,,,,,69.8127639000013,70.26312560000224,70.29648429999361,70.7468411999871,70.79689509997843,71.24725729998318,71.29730019997805,71.74765969999135,71.7810318999982,72.23139770000125,72.28144930000417,72.731819299981,72.78180139997858,73.23222539998824,73.28226569999242,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_62.jpg,LZ_natural\LZ_natural_58.jpg,LZ_natural\LZ_natural_175.jpg,LZ_natural\LZ_natural_208.jpg,LZ_natural\LZ_natural_233.jpg,LZ_natural\LZ_natural_218.jpg,LZ_natural\LZ_natural_127.jpg,LZ_natural\LZ_natural_234.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_62.jpg,1,a,1,12,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,73.73263819998829,74.73345139998128,74.71680599998217,None,a,1,1.3635927000141237,1.0024249900016002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_237.jpg,LZ_natural\LZ_natural_227.jpg,LZ_natural\LZ_natural_44.jpg,LZ_natural\LZ_natural_88.jpg,LZ_natural\LZ_natural_13.jpg,LZ_natural\LZ_natural_186.jpg,LZ_natural\LZ_natural_180.jpg,LZ_natural\LZ_natural_109.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_90.jpg,0,l,1,12,0,10,10,10,,,,,0,0,0,0,,,,,,,76.10119429999031,None,,,,,,,,,,,,,,,,,,77.11874750000425,77.56910409999546,77.585797799984,78.03615410000202,78.08620199997677,78.53655609997804,78.58663439998054,79.03697289997945,79.0870582999778,79.53742549999151,79.58743069999036,80.03785979998065,80.08784140000353,80.53821519998019,80.58823529997608,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_237.jpg,LZ_natural\LZ_natural_227.jpg,LZ_natural\LZ_natural_44.jpg,LZ_natural\LZ_natural_88.jpg,LZ_natural\LZ_natural_13.jpg,LZ_natural\LZ_natural_186.jpg,LZ_natural\LZ_natural_180.jpg,LZ_natural\LZ_natural_109.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_90.jpg,0,l,1,12,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,81.03864459999022,82.03943579999031,82.02272739997716,None,l,1,0.6025182000012137,1.00462409001193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_3.jpg,LZ_natural\LZ_natural_92.jpg,LZ_natural\LZ_natural_40.jpg,LZ_natural\LZ_natural_236.jpg,LZ_natural\LZ_natural_23.jpg,LZ_natural\LZ_natural_223.jpg,LZ_natural\LZ_natural_232.jpg,LZ_natural\LZ_natural_42.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_236.jpg,1,a,1,12,0,11,11,11,,,,,0,0,0,0,,,,,,,82.65661059998092,None,,,,,,,,,,,,,,,,,,83.67412660000264,84.12447119998978,84.1411866999988,84.59154039999703,84.6415822999843,85.09190359999775,85.14196979999542,85.59235039999476,85.64240339997923,86.09275719997822,86.14279059998807,86.59316849999595,86.64321889998973,87.09359099998255,87.14363259999664,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_3.jpg,LZ_natural\LZ_natural_92.jpg,LZ_natural\LZ_natural_40.jpg,LZ_natural\LZ_natural_236.jpg,LZ_natural\LZ_natural_23.jpg,LZ_natural\LZ_natural_223.jpg,LZ_natural\LZ_natural_232.jpg,LZ_natural\LZ_natural_42.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_236.jpg,1,a,1,12,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,87.59397399998852,88.59483739998541,88.5781223999802,None,l,0,0.7811507000005804,1.0058990900288336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_165.jpg,LZ_natural\LZ_natural_24.jpg,LZ_natural\LZ_natural_79.jpg,LZ_natural\LZ_natural_147.jpg,LZ_natural\LZ_natural_100.jpg,LZ_natural\LZ_natural_205.jpg,LZ_natural\LZ_natural_196.jpg,LZ_natural\LZ_natural_143.jpg,LZ_natural\LZ_natural_177.jpg,LZ_natural\LZ_natural_65.jpg,LZ_natural\LZ_natural_190.jpg,LZ_natural\LZ_natural_124.jpg,None,None,None,None,3,LZ_natural\LZ_natural_105.jpg,0,l,1,13,0,12,12,12,,,,,,,,,0,0,0,0,,,89.37880289999885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.51349149999442,90.81330439998419,90.84665969997877,91.1468527999823,91.19696869998006,91.49719399999594,91.49719399999594,91.79743959999178,91.84744489999139,92.14773179998156,92.19873289999668,92.49799649999477,92.49799649999477,92.79827689999365,92.8315958000021,93.13187109999126,93.1819334999891,93.48214239999652,93.48214239999652,93.78239839998423,93.83244420000119,94.13268589999643,94.18270340000163,None,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_165.jpg,LZ_natural\LZ_natural_24.jpg,LZ_natural\LZ_natural_79.jpg,LZ_natural\LZ_natural_147.jpg,LZ_natural\LZ_natural_100.jpg,LZ_natural\LZ_natural_205.jpg,LZ_natural\LZ_natural_196.jpg,LZ_natural\LZ_natural_143.jpg,LZ_natural\LZ_natural_177.jpg,LZ_natural\LZ_natural_65.jpg,LZ_natural\LZ_natural_190.jpg,LZ_natural\LZ_natural_124.jpg,None,None,None,None,3,LZ_natural\LZ_natural_105.jpg,0,l,1,13,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,94.39957919999142,95.40040610000142,95.38375879998785,None,l,1,0.5975750999932643,1.0085653900168836,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_21.jpg,LZ_natural\LZ_natural_225.jpg,LZ_natural\LZ_natural_199.jpg,LZ_natural\LZ_natural_145.jpg,LZ_natural\LZ_natural_48.jpg,LZ_natural\LZ_natural_68.jpg,LZ_natural\LZ_natural_182.jpg,LZ_natural\LZ_natural_76.jpg,LZ_natural\LZ_natural_16.jpg,LZ_natural\LZ_natural_34.jpg,LZ_natural\LZ_natural_221.jpg,LZ_natural\LZ_natural_215.jpg,None,None,None,None,3,LZ_natural\LZ_natural_48.jpg,1,a,1,13,0,13,13,13,,,,,,,,,0,0,0,0,,,96.00090819998877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.01838659998612,97.31862469998305,97.35196899998118,97.65225109999301,97.7022812999785,98.00253030000022,98.00253030000022,98.30276849999791,98.3528136999812,98.65306969999801,98.70305179999559,99.00335899999482,99.00335899999482,99.30360299997847,99.3536692999769,99.65384479999193,99.70395409999765,100.00414119998459,100.00414119998459,100.30441589999828,100.35442079999484,100.65467319998425,100.70475789997727,None,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_21.jpg,LZ_natural\LZ_natural_225.jpg,LZ_natural\LZ_natural_199.jpg,LZ_natural\LZ_natural_145.jpg,LZ_natural\LZ_natural_48.jpg,LZ_natural\LZ_natural_68.jpg,LZ_natural\LZ_natural_182.jpg,LZ_natural\LZ_natural_76.jpg,LZ_natural\LZ_natural_16.jpg,LZ_natural\LZ_natural_34.jpg,LZ_natural\LZ_natural_221.jpg,LZ_natural\LZ_natural_215.jpg,None,None,None,None,3,LZ_natural\LZ_natural_48.jpg,1,a,1,13,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,101.0049880000006,102.00580439998885,101.98913800000446,None,l,0,0.7204021000070497,1.004888289986411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_5.jpg,LZ_natural\LZ_natural_216.jpg,LZ_natural\LZ_natural_12.jpg,LZ_natural\LZ_natural_146.jpg,LZ_natural\LZ_natural_32.jpg,LZ_natural\LZ_natural_138.jpg,LZ_natural\LZ_natural_28.jpg,LZ_natural\LZ_natural_6.jpg,LZ_natural\LZ_natural_219.jpg,LZ_natural\LZ_natural_201.jpg,LZ_natural\LZ_natural_72.jpg,LZ_natural\LZ_natural_228.jpg,None,None,None,None,3,LZ_natural\LZ_natural_171.jpg,0,l,1,13,0,14,14,14,,,,,,,,,0,0,0,0,,,102.73975320000318,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.75724939999054,104.05750209998223,104.09086319999187,104.39112049998948,104.44110939998063,104.74149990000296,104.74149990000296,105.04164680000395,105.09168529999442,105.39193159999559,105.4419646000024,105.74221019999823,105.74221019999823,106.04245249999803,106.09249690000433,106.39274979999755,106.44278620000114,106.74299949998385,106.74299949998385,107.04326330000185,107.09336959998473,107.3936036999803,107.44361159999971,None,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
LZ_natural\LZ_natural_5.jpg,LZ_natural\LZ_natural_216.jpg,LZ_natural\LZ_natural_12.jpg,LZ_natural\LZ_natural_146.jpg,LZ_natural\LZ_natural_32.jpg,LZ_natural\LZ_natural_138.jpg,LZ_natural\LZ_natural_28.jpg,LZ_natural\LZ_natural_6.jpg,LZ_natural\LZ_natural_219.jpg,LZ_natural\LZ_natural_201.jpg,LZ_natural\LZ_natural_72.jpg,LZ_natural\LZ_natural_228.jpg,None,None,None,None,3,LZ_natural\LZ_natural_171.jpg,0,l,1,13,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,107.74385179998353,108.74468969998998,108.7279929999786,None,l,1,0.7785666999989189,1.009560690028593,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1504,new_STLI_practise,2020.2.10,59.95998271344724,
