imageone,imagetwo,imagethree,imagefour,imagefive,imagesix,imageseven,imageeight,imagenine,imageten,imageeleven,imagetwelve,imagethirteen,imagefourteen,imagefifteen,imagesixteen,frequency,choice_image,choice_type,correct_answer,stimulus_type,condition_code,block_one.thisRepN,block_one.thisTrialN,block_one.thisN,block_one.thisIndex,fone_control_b1.thisRepN,fone_control_b1.thisTrialN,fone_control_b1.thisN,fone_control_b1.thisIndex,ftwo_control_b1.thisRepN,ftwo_control_b1.thisTrialN,ftwo_control_b1.thisN,ftwo_control_b1.thisIndex,fthree_control_b1.thisRepN,fthree_control_b1.thisTrialN,fthree_control_b1.thisN,fthree_control_b1.thisIndex,ffour_control_b1.thisRepN,ffour_control_b1.thisTrialN,ffour_control_b1.thisN,ffour_control_b1.thisIndex,block_two.thisRepN,block_two.thisTrialN,block_two.thisN,block_two.thisIndex,fone_control_b2.thisRepN,fone_control_b2.thisTrialN,fone_control_b2.thisN,fone_control_b2.thisIndex,ftwo_control_b2.thisRepN,ftwo_control_b2.thisTrialN,ftwo_control_b2.thisN,ftwo_control_b2.thisIndex,fthree_control_b2.thisRepN,fthree_control_b2.thisTrialN,fthree_control_b2.thisN,fthree_control_b2.thisIndex,ffour_control_b2.thisRepN,ffour_control_b2.thisTrialN,ffour_control_b2.thisN,ffour_control_b2.thisIndex,text.started,text.stopped,Crossm.started,Crossm.stopped,Presentation_image_f1_1.started,Presentation_image_f1_1.stopped,Presentation_image_f1_2.started,Presentation_image_f1_2.stopped,Presentation_image_f1_3.started,Presentation_image_f1_3.stopped,Presentation_image_f1_4.started,Presentation_image_f1_4.stopped,Fixation_cross.started,Fixation_cross.stopped,displayed_choice_image.started,displayed_choice_image.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Presentation_image_f3_1.started,Presentation_image_f3_1.stopped,Presentation_image_f3_2.started,Presentation_image_f3_2.stopped,Presentation_image_f3_3.started,Presentation_image_f3_3.stopped,Presentation_image_f3_4.started,Presentation_image_f3_4.stopped,Presentation_image_f3_5.started,Presentation_image_f3_5.stopped,Presentation_image_f3_6.started,Presentation_image_f3_6.stopped,Presentation_image_f3_7.started,Presentation_image_f3_7.stopped,Presentation_image_f3_8.started,Presentation_image_f3_8.stopped,Presentation_image_f3_9.started,Presentation_image_f3_9.stopped,Presentation_image_f3_10.started,Presentation_image_f3_10.stopped,Presentation_image_f3_11.started,Presentation_image_f3_11.stopped,Presentation_image_f3_12.started,Presentation_image_f3_12.stopped,Presentation_image_f2_1.started,Presentation_image_f2_1.stopped,Presentation_image_f2_2.started,Presentation_image_f2_2.stopped,Presentation_image_f2_3.started,Presentation_image_f2_3.stopped,Presentation_image_f2_4.started,Presentation_image_f2_4.stopped,Presentation_image_f2_5.started,Presentation_image_f2_5.stopped,Presentation_image_f2_6.started,Presentation_image_f2_6.stopped,Presentation_image_f2_7.started,Presentation_image_f2_7.stopped,Presentation_image_f2_8.started,Presentation_image_f2_8.stopped,text_break.started,text_break.stopped,participant,session,date,expName,psychopyVersion,frameRate,
LZ_natural\LZ_natural_107.jpg,LZ_natural\LZ_natural_196.jpg,LZ_natural\LZ_natural_157.jpg,LZ_natural\LZ_natural_83.jpg,LZ_natural\LZ_natural_212.jpg,LZ_natural\LZ_natural_13.jpg,LZ_natural\LZ_natural_131.jpg,LZ_natural\LZ_natural_194.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_37.jpg,0,l,1,12,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.14444880001247,None,,,,,,,,,100.10358180000912,101.10759640001925,101.09893699997338,None,l,1,1.1394516000291333,1.0039732999866828,None,,,,,,,,,,,,,,,,,,,,,,,,,96.24529709998751,96.69568689999869,96.7376276999712,97.18856360000791,97.23768429999473,97.68853139999555,97.73768069996731,98.1884621999925,98.23744699999224,98.6884013999952,98.73790960002225,99.18863809999311,99.2376351999701,99.68863609997788,99.73777269996936,None,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_scrambled\LZ_scrambled_65.jpg,LZ_scrambled\LZ_scrambled_44.jpg,LZ_scrambled\LZ_scrambled_217.jpg,LZ_scrambled\LZ_scrambled_31.jpg,LZ_scrambled\LZ_scrambled_134.jpg,LZ_scrambled\LZ_scrambled_96.jpg,LZ_scrambled\LZ_scrambled_169.jpg,LZ_scrambled\LZ_scrambled_8.jpg,None,None,None,None,None,None,None,None,2,LZ_scrambled\LZ_scrambled_231.jpg,0,l,2,22,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.25214290001895,None,,,,,,,,,107.22803649998968,108.23334360000445,108.22413669998059,None,l,1,0.7101824000128545,1.002581199980341,None,,,,,,,,,,,,,,,,,,,,,,,,,103.43779729999369,103.88991319999332,103.92519899999024,104.37647740001557,104.42540780000854,104.87643790000584,104.92548999999417,105.37612500000978,105.42537020001328,105.87606849998701,105.92548749997513,106.37618319998728,106.42548619996523,106.87612570001511,106.92553070001304,None,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_scrambled\LZ_scrambled_216.jpg,LZ_scrambled\LZ_scrambled_202.jpg,LZ_scrambled\LZ_scrambled_66.jpg,LZ_scrambled\LZ_scrambled_73.jpg,LZ_scrambled\LZ_scrambled_92.jpg,LZ_scrambled\LZ_scrambled_152.jpg,LZ_scrambled\LZ_scrambled_158.jpg,LZ_scrambled\LZ_scrambled_90.jpg,LZ_scrambled\LZ_scrambled_156.jpg,LZ_scrambled\LZ_scrambled_18.jpg,LZ_scrambled\LZ_scrambled_128.jpg,LZ_scrambled\LZ_scrambled_194.jpg,None,None,None,None,3,LZ_scrambled\LZ_scrambled_92.jpg,1,a,2,23,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.94936819997383,None,,,,,,,,,113.96547439997084,114.96861669997452,114.95335460000206,None,a,1,0.8370605999953113,0.9999325000098906,None,110.18325669999467,110.48719820001861,110.52303689997643,110.82756100001279,110.87691039999481,111.18214689998422,111.17629079998005,111.4804240000085,111.52280209999299,111.82752479996998,111.87694390001707,112.18245889997343,112.17606179998256,112.48025159997633,112.52306279999902,112.8278681000229,112.87694659997942,113.18241000000853,113.17607889999636,113.48054509999929,113.5229969000211,113.82779259997187,113.87710270000389,None,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_natural\LZ_natural_73.jpg,LZ_natural\LZ_natural_130.jpg,LZ_natural\LZ_natural_202.jpg,LZ_natural\LZ_natural_95.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_natural\LZ_natural_73.jpg,1,a,1,11,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.80152009997983,None,116.85022989998106,117.8492724999669,117.84244699997362,118.84246319998056,118.84246319998056,119.84212669997942,119.84212669997942,None,120.81302539998433,121.81657439999981,121.80758199997945,None,a,1,0.766763300052844,1.0038954999763519,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_noise\LZ_noise_69.jpg,LZ_noise\LZ_noise_214.jpg,LZ_noise\LZ_noise_45.jpg,LZ_noise\LZ_noise_191.jpg,LZ_noise\LZ_noise_182.jpg,LZ_noise\LZ_noise_44.jpg,LZ_noise\LZ_noise_47.jpg,LZ_noise\LZ_noise_237.jpg,None,None,None,None,None,None,None,None,2,LZ_noise\LZ_noise_71.jpg,0,l,3,32,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.59068929997738,None,,,,,,,,,127.55143449996831,128.55374000000302,128.54393889999483,None,a,0,0.5903881000122055,1.00309729995206,None,,,,,,,,,,,,,,,,,,,,,,,,,123.6920127000194,124.1403320999816,124.16166340000927,124.61274599999888,124.66154850000748,125.11277890001656,125.16194760001963,125.61245249997592,125.66170090000378,126.11247980000917,126.16198809997877,126.6123356000171,126.66177970002173,127.11233129998436,127.1617287999834,None,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_scrambled\LZ_scrambled_168.jpg,LZ_scrambled\LZ_scrambled_150.jpg,LZ_scrambled\LZ_scrambled_138.jpg,LZ_scrambled\LZ_scrambled_223.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_scrambled\LZ_scrambled_57.jpg,0,l,2,21,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.1474796999828,None,130.22402249998413,131.224294500018,131.21791419998044,132.2174309999682,132.2174309999682,133.2177026999998,133.2177026999998,None,134.18316539999796,135.18604679999407,135.1769592000055,None,a,0,0.7336866999976337,1.0029623999726027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_natural\LZ_natural_160.jpg,LZ_natural\LZ_natural_3.jpg,LZ_natural\LZ_natural_36.jpg,LZ_natural\LZ_natural_21.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_natural\LZ_natural_160.jpg,1,a,1,11,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.9236252999981,None,136.9635244999663,137.96728470001835,137.94719689997146,138.9464677000069,138.9464677000069,139.9465826000087,139.9465826000087,None,140.93149099999573,141.93528510001488,141.92570020002313,None,a,1,0.7126444999594241,1.002270299999509,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_noise\LZ_noise_95.jpg,LZ_noise\LZ_noise_206.jpg,LZ_noise\LZ_noise_65.jpg,LZ_noise\LZ_noise_33.jpg,LZ_noise\LZ_noise_94.jpg,LZ_noise\LZ_noise_75.jpg,LZ_noise\LZ_noise_83.jpg,LZ_noise\LZ_noise_25.jpg,LZ_noise\LZ_noise_188.jpg,LZ_noise\LZ_noise_130.jpg,LZ_noise\LZ_noise_193.jpg,LZ_noise\LZ_noise_10.jpg,None,None,None,None,3,LZ_noise\LZ_noise_71.jpg,0,l,3,33,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.65169749996858,None,,,,,,,,,147.66072109999368,148.6640963999671,148.65494510001736,None,a,0,1.0315421999548562,1.0052819999982603,None,143.78628459997708,144.08524270000635,144.12755709997145,144.43235790001927,144.48164600000018,144.78701660002116,144.78068399999756,145.08534869999858,145.12722259998554,145.43213679996552,145.48140910000075,145.78701530001126,145.7805173000088,146.08493690000614,146.12714579998283,146.4320732000051,146.48162869998487,146.78747799998382,146.78067750000628,147.08532080001896,147.1273727999651,147.43216899997788,147.48163699998986,None,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_noise\LZ_noise_128.jpg,LZ_noise\LZ_noise_55.jpg,LZ_noise\LZ_noise_135.jpg,LZ_noise\LZ_noise_72.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_noise\LZ_noise_23.jpg,0,l,3,31,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.7011020000209,None,150.7401022000122,151.74529140000232,151.73181829997338,152.73179019999225,152.73179019999225,153.73180910001975,153.73180910001975,None,154.72028000000864,155.72698069998296,155.71795219997875,None,l,1,0.9847086999798194,1.0046318999957293,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_scrambled\LZ_scrambled_133.jpg,LZ_scrambled\LZ_scrambled_167.jpg,LZ_scrambled\LZ_scrambled_191.jpg,LZ_scrambled\LZ_scrambled_11.jpg,LZ_scrambled\LZ_scrambled_60.jpg,LZ_scrambled\LZ_scrambled_124.jpg,LZ_scrambled\LZ_scrambled_127.jpg,LZ_scrambled\LZ_scrambled_151.jpg,LZ_scrambled\LZ_scrambled_230.jpg,LZ_scrambled\LZ_scrambled_108.jpg,LZ_scrambled\LZ_scrambled_48.jpg,LZ_scrambled\LZ_scrambled_84.jpg,None,None,None,None,3,LZ_scrambled\LZ_scrambled_232.jpg,0,l,2,23,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.71637729997747,None,,,,,,,,,161.7416195999831,162.7477307000081,162.73873669997556,None,a,0,0.9324719000142068,1.0044286999036558,None,158.01003539998783,158.3144336999976,158.34293739998247,158.64780989999417,158.69038909999654,158.9955921000219,158.9955921000219,159.30024319997756,159.34291060001124,159.64805000001797,159.69029559998307,159.9958310999791,159.9958310999791,160.30019769998034,160.34294419997605,160.6478009999846,160.68995550001273,160.99594980000984,160.99594980000984,161.30052549997345,161.3429463999928,161.6479428000166,161.69028239999898,None,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
