imageone,imagetwo,imagethree,imagefour,imagefive,imagesix,imageseven,imageeight,imagenine,imageten,imageeleven,imagetwelve,imagethirteen,imagefourteen,imagefifteen,imagesixteen,frequency,choice_image,choice_type,correct_answer,stimulus_type,condition_code,block_one.thisRepN,block_one.thisTrialN,block_one.thisN,block_one.thisIndex,fone_control_b1.thisRepN,fone_control_b1.thisTrialN,fone_control_b1.thisN,fone_control_b1.thisIndex,ftwo_control_b1.thisRepN,ftwo_control_b1.thisTrialN,ftwo_control_b1.thisN,ftwo_control_b1.thisIndex,fthree_control_b1.thisRepN,fthree_control_b1.thisTrialN,fthree_control_b1.thisN,fthree_control_b1.thisIndex,text.started,text.stopped,Crossm.started,Crossm.stopped,Presentation_image_f1_1.started,Presentation_image_f1_1.stopped,Presentation_image_f1_2.started,Presentation_image_f1_2.stopped,Presentation_image_f1_3.started,Presentation_image_f1_3.stopped,Presentation_image_f1_4.started,Presentation_image_f1_4.stopped,Fixation_cross.started,Fixation_cross.stopped,displayed_choice_image.started,displayed_choice_image.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Presentation_image_f2_1.started,Presentation_image_f2_1.stopped,Presentation_image_f2_2.started,Presentation_image_f2_2.stopped,Presentation_image_f2_3.started,Presentation_image_f2_3.stopped,Presentation_image_f2_4.started,Presentation_image_f2_4.stopped,Presentation_image_f2_5.started,Presentation_image_f2_5.stopped,Presentation_image_f2_6.started,Presentation_image_f2_6.stopped,Presentation_image_f2_7.started,Presentation_image_f2_7.stopped,Presentation_image_f2_8.started,Presentation_image_f2_8.stopped,Presentation_image_f3_1.started,Presentation_image_f3_1.stopped,Presentation_image_f3_2.started,Presentation_image_f3_2.stopped,Presentation_image_f3_3.started,Presentation_image_f3_3.stopped,Presentation_image_f3_4.started,Presentation_image_f3_4.stopped,Presentation_image_f3_5.started,Presentation_image_f3_5.stopped,Presentation_image_f3_6.started,Presentation_image_f3_6.stopped,Presentation_image_f3_7.started,Presentation_image_f3_7.stopped,Presentation_image_f3_8.started,Presentation_image_f3_8.stopped,Presentation_image_f3_9.started,Presentation_image_f3_9.stopped,Presentation_image_f3_10.started,Presentation_image_f3_10.stopped,Presentation_image_f3_11.started,Presentation_image_f3_11.stopped,Presentation_image_f3_12.started,Presentation_image_f3_12.stopped,perf_review_accuracyval.started,perf_review_accuracyval.stopped,perf_key_resp_3.keys,perf_key_resp_3.rt,perf_key_resp_3.started,perf_key_resp_3.stopped,text_3.started,text_3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
LZ_noise\LZ_noise_27.jpg,LZ_noise\LZ_noise_186.jpg,LZ_noise\LZ_noise_218.jpg,LZ_noise\LZ_noise_112.jpg,LZ_noise\LZ_noise_200.jpg,LZ_noise\LZ_noise_15.jpg,LZ_noise\LZ_noise_134.jpg,LZ_noise\LZ_noise_192.jpg,None,None,None,None,None,None,None,None,2,LZ_noise\LZ_noise_233.jpg,0,l,3,32,0,10,10,10,,,,,,,,,,,,,,,82.38719340000534,None,,,,,,,,,87.34935299999779,88.35057670000242,88.34188359999098,None,l,1,3.54299380001612,0.9998048400739208,None,83.45656800002325,83.91073549998691,83.95293219998712,84.40376050001942,84.45295170001918,84.90382770000724,84.95318230002886,85.40377229999285,85.45377269998426,85.90382429998135,85.95298729999922,86.40384139999514,86.45320240000729,86.90383369999472,86.95298619999085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1700,new_STLI_practise_noise,2020.2.10,143.98537116263367,
LZ_noise\LZ_noise_28.jpg,LZ_noise\LZ_noise_240.jpg,LZ_noise\LZ_noise_205.jpg,LZ_noise\LZ_noise_60.jpg,LZ_noise\LZ_noise_29.jpg,LZ_noise\LZ_noise_115.jpg,LZ_noise\LZ_noise_148.jpg,LZ_noise\LZ_noise_1.jpg,None,None,None,None,None,None,None,None,2,LZ_noise\LZ_noise_3.jpg,0,l,3,32,0,11,11,11,,,,,,,,,,,,,,,91.89543560001766,None,,,,,,,,,96.8566531999968,97.85755389998667,97.8489491000073,None,a,0,2.2924459999776445,0.9999909400357865,None,92.96324160002405,93.41781469999114,93.46004889998585,93.9108763000113,93.96005350002088,94.41085109999403,94.4600096999784,94.91089170001214,94.96001859998796,95.41087030002382,95.46004390000599,95.91087640001206,95.96005049999803,96.41089609998744,96.4600559999817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1700,new_STLI_practise_noise,2020.2.10,143.98537116263367,
LZ_noise\LZ_noise_102.jpg,LZ_noise\LZ_noise_130.jpg,LZ_noise\LZ_noise_236.jpg,LZ_noise\LZ_noise_95.jpg,LZ_noise\LZ_noise_127.jpg,LZ_noise\LZ_noise_65.jpg,LZ_noise\LZ_noise_181.jpg,LZ_noise\LZ_noise_75.jpg,LZ_noise\LZ_noise_80.jpg,LZ_noise\LZ_noise_90.jpg,LZ_noise\LZ_noise_12.jpg,LZ_noise\LZ_noise_190.jpg,None,None,None,None,3,LZ_noise\LZ_noise_73.jpg,0,l,3,33,0,12,12,12,,,,,,,,,,,,,,,100.15201650001109,None,,,,,,,,,105.16713070002152,106.1703793000197,106.16179159999592,None,l,1,2.7415338999708183,1.0053381100296974,None,,,,,,,,,,,,,,,,,101.28418580000289,101.58498210000107,101.6272855999996,101.93232269998407,101.98120370000834,102.2866997999954,102.28029020002577,102.58463400002802,102.62695990002248,102.93183349998435,102.98099790001288,103.27981440001167,103.27981440001167,103.58509030001005,103.62738120002905,103.93232560000615,103.98174419999123,104.28695239999797,104.28040069999406,104.58495370001765,104.62749500002246,104.9320250999881,104.98147970001446,None,,,,,,,,,,,,001,2020_Dec_17_1700,new_STLI_practise_noise,2020.2.10,143.98537116263367,
LZ_noise\LZ_noise_25.jpg,LZ_noise\LZ_noise_71.jpg,LZ_noise\LZ_noise_141.jpg,LZ_noise\LZ_noise_125.jpg,LZ_noise\LZ_noise_136.jpg,LZ_noise\LZ_noise_139.jpg,LZ_noise\LZ_noise_235.jpg,LZ_noise\LZ_noise_155.jpg,LZ_noise\LZ_noise_110.jpg,LZ_noise\LZ_noise_44.jpg,LZ_noise\LZ_noise_198.jpg,LZ_noise\LZ_noise_58.jpg,None,None,None,None,3,LZ_noise\LZ_noise_57.jpg,0,l,3,33,0,13,13,13,,,,,,,,,,,,,,,108.9148999999743,None,,,,,,,,,113.92755490000127,114.9335785000003,114.92601930000819,None,l,1,1.2157266999711283,1.0052215399919078,None,,,,,,,,,,,,,,,,,110.01779820001684,110.32083420001436,110.36332720000064,110.66856239998015,110.71079819998704,111.01628929999424,111.00964240002213,111.31400329997996,111.36339539999608,111.66832659998909,111.7108044999768,112.01619769999525,112.00969710003119,112.31420929997694,112.36321500001941,112.66828869999154,112.7107784000109,113.01584730000468,113.0093646000023,113.31406070000958,113.36368700000457,113.6683407999808,113.71071359998314,None,,,,,,,,,,,,001,2020_Dec_17_1700,new_STLI_practise_noise,2020.2.10,143.98537116263367,
LZ_noise\LZ_noise_61.jpg,LZ_noise\LZ_noise_18.jpg,LZ_noise\LZ_noise_132.jpg,LZ_noise\LZ_noise_228.jpg,LZ_noise\LZ_noise_222.jpg,LZ_noise\LZ_noise_164.jpg,LZ_noise\LZ_noise_47.jpg,LZ_noise\LZ_noise_55.jpg,LZ_noise\LZ_noise_220.jpg,LZ_noise\LZ_noise_69.jpg,LZ_noise\LZ_noise_103.jpg,LZ_noise\LZ_noise_157.jpg,None,None,None,None,3,LZ_noise\LZ_noise_177.jpg,0,l,3,33,0,14,14,14,,,,,,,,,,,,,,,116.15086679998785,None,,,,,,,,,121.17073990002973,122.176129999978,122.16201410000212,None,l,1,0.7872064000112005,0.9996708100079559,None,,,,,,,,,,,,,,,,,117.25853380002081,117.55750739999348,117.59947299998021,117.9042498000199,117.94704040000215,118.25252450001426,118.25252450001426,118.55735489999643,118.59975410002517,118.90442580002127,118.94672399997944,119.25260070001241,119.25260070001241,119.55751110002166,119.59978049999336,119.90441550000105,119.94679750001524,120.25235349999275,120.25235349999275,120.55726640002104,120.59951239998918,120.9045230000047,120.94697930000257,None,,,,,,,,,,,,001,2020_Dec_17_1700,new_STLI_practise_noise,2020.2.10,143.98537116263367,
LZ_noise\LZ_noise_4.jpg,LZ_noise\LZ_noise_147.jpg,LZ_noise\LZ_noise_26.jpg,LZ_noise\LZ_noise_145.jpg,LZ_noise\LZ_noise_140.jpg,LZ_noise\LZ_noise_81.jpg,LZ_noise\LZ_noise_183.jpg,LZ_noise\LZ_noise_72.jpg,LZ_noise\LZ_noise_168.jpg,LZ_noise\LZ_noise_57.jpg,LZ_noise\LZ_noise_85.jpg,LZ_noise\LZ_noise_74.jpg,None,None,None,None,3,LZ_noise\LZ_noise_165.jpg,0,l,3,33,0,15,15,15,,,,,,,,,,,,,,,122.96283799997764,None,,,,,,,,,127.97056500002509,128.97543140000198,128.96752659999765,None,l,1,0.9899884999613278,1.002753670036327,None,,,,,,,,,,,,,,,,,124.05758490000153,124.3626747999806,124.39794090000214,124.70296269998653,124.74522400001297,125.05070209997939,125.05070209997939,125.3557769000181,125.39790199999698,125.70293620001758,125.74515720002819,126.05071600002702,126.05071600002702,126.35582420002902,126.39797950000502,126.70305920002284,126.74531730002491,127.05125219997717,127.05125219997717,127.35578169999644,127.39794579998124,127.70296000002418,127.74518989998614,None,,,,,,,,,,,,001,2020_Dec_17_1700,new_STLI_practise_noise,2020.2.10,143.98537116263367,
LZ_noise\LZ_noise_8.jpg,LZ_noise\LZ_noise_188.jpg,LZ_noise\LZ_noise_214.jpg,LZ_noise\LZ_noise_63.jpg,LZ_noise\LZ_noise_86.jpg,LZ_noise\LZ_noise_40.jpg,LZ_noise\LZ_noise_153.jpg,LZ_noise\LZ_noise_21.jpg,LZ_noise\LZ_noise_106.jpg,LZ_noise\LZ_noise_233.jpg,LZ_noise\LZ_noise_238.jpg,LZ_noise\LZ_noise_162.jpg,None,None,None,None,3,LZ_noise\LZ_noise_78.jpg,0,l,3,33,0,16,16,16,,,,,,,,,,,,,,,129.97205530002248,None,,,,,,,,,134.9842119999812,135.99103969999123,135.9815717000165,None,a,0,3.0879762999829836,1.0040959400357679,None,,,,,,,,,,,,,,,,,131.07109859999036,131.3699850999983,131.41246449999744,131.71752860001288,131.75948940002127,132.06523649999872,132.06523649999872,132.37010370002827,132.41243979998399,132.7171389000141,132.759484899987,133.06510940002045,133.06510940002045,133.3702272999799,133.41209860000527,133.7170679999981,133.75943929998903,134.065139000013,134.05869009997696,134.36350520001724,134.41253640002105,134.7171234000125,134.75945840001805,None,,,,,,,,,,,,001,2020_Dec_17_1700,new_STLI_practise_noise,2020.2.10,143.98537116263367,
LZ_noise\LZ_noise_35.jpg,LZ_noise\LZ_noise_38.jpg,LZ_noise\LZ_noise_221.jpg,LZ_noise\LZ_noise_124.jpg,LZ_noise\LZ_noise_51.jpg,LZ_noise\LZ_noise_96.jpg,LZ_noise\LZ_noise_76.jpg,LZ_noise\LZ_noise_166.jpg,LZ_noise\LZ_noise_78.jpg,LZ_noise\LZ_noise_41.jpg,LZ_noise\LZ_noise_43.jpg,LZ_noise\LZ_noise_14.jpg,None,None,None,None,3,LZ_noise\LZ_noise_169.jpg,0,l,3,33,0,17,17,17,,,,,,,,,,,,,,,139.0819442999782,None,,,,,,,,,144.10655580001185,145.1075915999827,145.09981939999852,None,a,0,0.6977492999867536,1.0019766800687648,None,,,,,,,,,,,,,,,,,140.17914399999427,140.48093670001253,140.52333960001124,140.82851880003,140.87062330002664,141.1762951000128,141.16949800000293,141.4741636000108,141.52359669998987,141.82843559997855,141.870594899985,142.17636280000443,142.16995970002608,142.47449170000618,142.52318979997654,142.82140570000047,142.8707705999841,143.1762593999738,143.16969349997817,143.47401290002745,143.5236343999859,143.8287026999751,143.87048560002586,None,,,,,,,,,,,,001,2020_Dec_17_1700,new_STLI_practise_noise,2020.2.10,143.98537116263367,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.8220834999811,None,space,7.782988500024658,145.8220834999811,None,,,,,,001,2020_Dec_17_1700,new_STLI_practise_noise,2020.2.10,143.98537116263367,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.8220834999811,None,153.61641989997588,None,,,,,,,
